"BehaviorSpace results (NetLogo 6.2.0)"
"TECSecurityUI-V2021-05-28.nlogo"
"nbh_size_500_600_700"
"06/06/2021 14:20:27:774 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-20","20","-20","20"
"[run number]","co2-tax-increase-rate","information-exchange-period","Insulation-Inputting","rewire-prob","no-of-neighborhoods","number-of-links","neighborhood-size","Value-Inputting","climate-change-scenario","gas-price-increase-scenario","annual-subsidy-budget","percentage-loss-per-svo","[step]","mean community-formation-time-list","mean energy-diversity","insulation-improvement","total-costs-per-household","direct-net-benefits-per-household","indirect-net-benefits-per-household","total-co2-per-household"
"43","0.002","7","false","0.02","5","2","500","false","high temperature rise","0.01","4","10","239","37","0.622","0.536","60.91077329471498","25.79035722696795","0.09013460987589497","130.31386496914848"
"44","0.002","7","false","0.02","5","2","500","false","high temperature rise","0.01","4","10","239","37","0.6","0.556","60.668015509202355","26.12876285860149","0.10099347349207194","130.2580554468254"
"45","0.002","7","false","0.02","5","2","500","false","high temperature rise","0.01","4","10","239","37","0.58","0.5488000000000004","54.76257811648889","31.38674894848458","0.0995309939140455","129.29768695505234"
"46","0.002","7","false","0.02","5","2","500","false","high temperature rise","0.01","4","10","239","37","0.5820000000000001","0.5539999999999998","60.450938173543044","25.764578946045297","0.08566377162273398","129.68267484532302"
"47","0.002","7","false","0.02","5","2","500","false","high temperature rise","0.01","4","10","239","37","0.624","0.5415999999999999","56.79000524472633","29.14024802082917","0.08843909621321303","129.18991121462452"
"48","0.002","7","false","0.02","5","2","500","false","high temperature rise","0.01","4","10","239","37","0.632","0.5379999999999998","58.19466990746239","29.121883726668294","0.07859344813266916","131.4867964540133"
"49","0.002","7","false","0.02","5","2","500","false","high temperature rise","0.01","4","10","239","49","0.592","0.5399999999999996","53.78881814142806","33.26296886368998","0.07764755143312385","131.1308675268931"
"50","0.002","7","false","0.02","5","2","500","false","high temperature rise","0.01","4","10","239","37","0.626","0.5423999999999998","61.306497409832154","26.03415135581644","0.09287098069199971","131.24763180282676"
"51","0.002","7","false","0.02","5","2","600","false","high temperature rise","0.01","4","10","239","37","0.602","0.5453333333333332","57.32796432502153","29.461176786040436","0.09998861012535656","130.26757013545574"
"52","0.002","7","false","0.02","5","2","600","false","high temperature rise","0.01","4","10","239","51.4","0.638","0.5333333333333332","58.229095236590645","29.72832733409977","0.08562498848754388","132.36189395710085"
"53","0.002","7","false","0.02","5","2","600","false","high temperature rise","0.01","4","10","239","49","0.5880000000000001","0.5303333333333335","52.54123724671667","34.16508646113376","0.09231616530933025","130.32073949473926"
"55","0.002","7","false","0.02","5","2","600","false","high temperature rise","0.01","4","10","239","37","0.57","0.5543333333333331","56.305239447519796","29.676941268868823","0.09039318416356963","129.23280402506174"
"54","0.002","7","false","0.02","5","2","600","false","high temperature rise","0.01","4","10","239","46.6","0.576","0.535333333333333","55.38432521112719","30.973184824190994","0.0878204735262159","129.89371062206823"
"56","0.002","7","false","0.02","5","2","600","false","high temperature rise","0.01","4","10","239","37","0.6020000000000001","0.5516666666666667","61.413342902690985","26.72978741995252","0.09690105771529148","132.406279169768"
"57","0.002","7","false","0.02","5","2","600","false","high temperature rise","0.01","4","10","239","37","0.588","0.5413333333333337","60.965229776625584","25.676886406579577","0.0703687899737588","130.6335858208951"
"58","0.002","7","false","0.02","5","2","600","false","high temperature rise","0.01","4","10","239","68.2","0.63","0.536","66.68937346039569","22.89237985714274","0.08425263649173616","134.86223942294313"
"59","0.002","7","false","0.02","5","2","600","false","high temperature rise","0.01","4","10","239","46.6","0.5980000000000001","0.5243333333333333","52.64216973994188","34.1041570103979","0.0846539440449675","130.52236753113763"
"60","0.002","7","false","0.02","5","2","600","false","high temperature rise","0.01","4","10","239","37","0.5940000000000001","0.5343333333333331","57.4221708260133","30.054866217924598","0.07953261303651403","131.71572554019548"
"61","0.002","7","false","0.02","5","2","600","false","high temperature rise","0.01","4","10","239","37","0.5940000000000001","0.5416666666666665","60.624054651437795","26.252773341899417","0.09063187336422517","130.58531040308628"
"63","0.002","7","false","0.02","5","2","600","false","high temperature rise","0.01","4","10","239","39.4","0.5860000000000001","0.5420000000000003","54.4749964445672","32.4954656373666","0.08464660742730956","130.86217109219476"
"62","0.002","7","false","0.02","5","2","600","false","high temperature rise","0.01","4","10","239","37","0.648","0.536","61.30330158793552","25.193699522370473","0.08158892325840555","130.17199743760946"
"65","0.002","7","false","0.02","5","2","600","false","high temperature rise","0.01","4","10","239","46.6","0.594","0.5393333333333334","56.11210735678849","31.18612487583411","0.07627523709472968","131.54923076736458"
"64","0.002","7","false","0.02","5","2","600","false","high temperature rise","0.01","4","10","239","61","0.6039999999999999","0.5503333333333331","47.273530963105976","42.02270164123964","0.10992114166886324","133.9509782545852"
"66","0.002","7","false","0.02","5","2","600","false","high temperature rise","0.01","4","10","239","39.4","0.592","0.5416666666666665","54.89156904325207","32.09732901739712","0.07771993462683896","131.0260720019079"
"67","0.002","7","false","0.02","5","2","600","false","high temperature rise","0.01","4","10","239","44.2","0.6140000000000001","0.545666666666667","56.42360552367835","31.51425889846965","0.10046964123401665","132.03982502254203"
"68","0.002","7","false","0.02","5","2","600","false","high temperature rise","0.01","4","10","239","61","0.588","0.5553333333333335","61.70647269199098","27.203678197387564","0.08416333429892973","133.8458618788365"
"69","0.002","7","false","0.02","5","2","600","false","high temperature rise","0.01","4","10","239","37","0.5720000000000001","0.537666666666667","56.64213071435364","29.896229232272248","0.07664764536771998","130.34046686116437"
"71","0.002","7","false","0.02","5","2","600","false","high temperature rise","0.01","4","10","239","49","0.568","0.5516666666666663","62.98545828053553","24.85111660113609","0.07501671540842665","132.41463562238718"
"72","0.002","7","false","0.02","5","2","600","false","high temperature rise","0.01","4","10","239","46.6","0.58","0.5336666666666665","60.125125343646225","26.744184415995672","0.06841832721241872","131.0366866964925"
"70","0.002","7","false","0.02","5","2","600","false","high temperature rise","0.01","4","10","239","37","0.602","0.5473333333333334","57.577969628181165","29.31747446611167","0.09082146428538636","130.6110630985514"
"74","0.002","7","false","0.02","5","2","600","false","high temperature rise","0.01","4","10","239","37","0.584","0.5476666666666667","60.56378504447745","26.086679840917714","0.0810850975170368","130.42425307280718"
"73","0.002","7","false","0.02","5","2","600","false","high temperature rise","0.01","4","10","239","61","0.5980000000000001","0.5299999999999998","64.85331691083006","24.415842039042094","0.10371202773249166","133.99919995460937"
"75","0.002","7","false","0.02","5","2","600","false","high temperature rise","0.01","4","10","239","37","0.618","0.5373333333333332","57.84829745261613","29.2638909049587","0.09138775770636301","130.92435195235436"
"76","0.002","7","false","0.02","5","2","600","false","high temperature rise","0.01","4","10","239","49","0.588","0.5486666666666666","59.57187211150355","27.93065647411927","0.09022083032388509","131.57168077778152"
"77","0.002","7","false","0.02","5","2","600","false","high temperature rise","0.01","4","10","239","39.4","0.606","0.5346666666666664","54.05726667902694","32.87251508457603","0.12102846871522815","130.05862516273257"
"79","0.002","7","false","0.02","5","2","600","false","high temperature rise","0.01","4","10","239","37","0.576","0.5663333333333336","60.73766855299224","25.888092167906688","0.09221751110916615","130.18281200003915"
"80","0.002","7","false","0.02","5","2","600","false","high temperature rise","0.01","4","10","239","44.2","0.5700000000000001","0.5376666666666665","51.784472578759676","34.39312664775662","0.07790405157980161","129.80059755636722"
"78","0.002","7","false","0.02","5","2","600","false","high temperature rise","0.01","4","10","239","51.4","0.5879999999999999","0.5293333333333332","59.82037163368877","27.839359376936923","0.07731147355856934","132.09229043623594"
"81","0.002","7","false","0.02","5","2","600","false","high temperature rise","0.01","4","10","239","37","0.632","0.5413333333333332","61.47744914396345","25.57325473778891","0.0787498438919414","131.08224006660578"
"82","0.002","7","false","0.02","5","2","600","false","high temperature rise","0.01","4","10","239","37","0.588","0.5466666666666664","60.49379075214603","26.439255978360247","0.10187811281038535","130.4511975817552"
"83","0.002","7","false","0.02","5","2","600","false","high temperature rise","0.01","4","10","239","46.6","0.5439999999999999","0.5483333333333333","58.368603027906566","28.743425415858056","0.07983324486504842","131.19810876010678"
"84","0.002","7","false","0.02","5","2","600","false","high temperature rise","0.01","4","10","239","37","0.606","0.5409999999999999","57.484881350942324","28.869997757644445","0.08768211821434023","129.84191515886107"
"85","0.002","7","false","0.02","5","2","600","false","high temperature rise","0.01","4","10","239","37","0.602","0.5569999999999999","61.17421538938823","25.82163912280954","0.07789612591998037","131.02883567604496"
"86","0.002","7","false","0.02","5","2","600","false","high temperature rise","0.01","4","10","239","51.4","0.5800000000000001","0.5436666666666667","59.55938002097671","28.51821929577369","0.09707941434976419","132.3113189120789"
"87","0.002","7","false","0.02","5","2","600","false","high temperature rise","0.01","4","10","239","61","0.5700000000000001","0.5546666666666664","45.42028153786814","42.61021025633584","0.11105979488128526","131.99400502830005"
"88","0.002","7","false","0.02","5","2","600","false","high temperature rise","0.01","4","10","239","41.8","0.608","0.5270000000000001","55.251946345369966","31.573483169111302","0.07975761110679969","130.73309261582688"
"89","0.002","7","false","0.02","5","2","600","false","high temperature rise","0.01","4","10","239","53.8","0.5439999999999999","0.5493333333333332","60.01375042373906","28.079210356302312","0.080695264038188","132.65693409423668"
"90","0.002","7","false","0.02","5","2","600","false","high temperature rise","0.01","4","10","239","37","0.59","0.5466666666666664","60.29369606967973","26.02405144123711","0.08117017999741166","129.93273799727413"
"91","0.002","7","false","0.02","5","2","600","false","high temperature rise","0.01","4","10","239","68.2","0.62","0.5326666666666666","62.77786607579244","27.0163639529501","0.08551653858812075","135.1479185569407"
"92","0.002","7","false","0.02","5","2","600","false","high temperature rise","0.01","4","10","239","65.8","0.5920000000000001","0.5503333333333331","65.20879907449063","24.491393465363778","0.09457051666706634","134.856549388881"
"93","0.002","7","false","0.02","5","2","600","false","high temperature rise","0.01","4","10","239","61","0.5679999999999998","0.5433333333333334","46.46458344074945","42.18296731551751","0.09329470506753523","133.294647542168"
"94","0.002","7","false","0.02","5","2","600","false","high temperature rise","0.01","4","10","239","37","0.576","0.5350000000000001","60.3139011779908","26.525255487484696","0.09192745356862134","130.5055876184425"
"95","0.002","7","false","0.02","5","2","600","false","high temperature rise","0.01","4","10","239","37","0.55","0.5566666666666666","56.38379956855299","29.68201980825368","0.08083914468003428","129.55360666658413"
"96","0.002","7","false","0.02","5","2","600","false","high temperature rise","0.01","4","10","239","37","0.598","0.5419999999999998","57.75468572177375","29.882328317732593","0.0914931781624972","131.73240810341642"
"97","0.002","7","false","0.02","5","2","600","false","high temperature rise","0.01","4","10","239","46.6","0.6","0.5406666666666666","56.17928619076143","31.333836331453618","0.10817654328588731","131.24575823150454"
"98","0.002","7","false","0.02","5","2","600","false","high temperature rise","0.01","4","10","239","44.2","0.59","0.5310000000000001","55.346127815393494","31.09045369975844","0.08513473254803615","130.05394159903958"
"99","0.002","7","false","0.02","5","2","600","false","high temperature rise","0.01","4","10","239","41.8","0.518","0.5633333333333335","61.09993098125175","25.726552559840353","0.07642793715886427","130.8291055855267"
"100","0.002","7","false","0.02","5","2","600","false","high temperature rise","0.01","4","10","239","44.2","0.612","0.5446666666666666","59.77915003703561","27.370084294258103","0.09355348562691007","130.96693616709172"
"101","0.002","7","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.592","0.5391428571428571","57.45540367485098","29.54927676425008","0.0755930416782647","131.08234539659335"
"102","0.002","7","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","56.2","0.5619999999999999","0.5388571428571427","51.2662203813531","36.18343119858219","0.08375209118839991","131.64714990242257"
"105","0.002","7","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.6","0.536","57.27937425238696","29.527542257744315","0.08573261215077395","130.5762426379371"
"104","0.002","7","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","61","0.636","0.5205714285714285","61.52036702522659","26.684573853512955","0.08686160292638193","132.6821283382976"
"103","0.002","7","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.618","0.5519999999999996","61.119375583133206","26.457417380354574","0.106566156161648","131.34215588470386"
"106","0.002","7","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.602","0.5545714285714287","60.780723920338126","26.264630867993123","0.08934593657213413","130.87092870903345"
"107","0.002","7","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.5999999999999999","0.5431428571428571","57.27049041394915","29.18964620342617","0.08552053023449419","130.05030951435725"
"108","0.002","7","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.576","0.556285714285714","57.54496827277693","29.691566699554496","0.08360033189757701","131.28315125887386"
"110","0.002","7","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.65","0.5194285714285716","61.32541238913942","25.563869718901955","0.0931400297190777","130.5232125206977"
"109","0.002","7","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.57","0.5671428571428572","59.94327742366126","27.076264811474864","0.10212736952876043","130.5924618951393"
"111","0.002","7","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.5660000000000001","0.5568571428571425","61.02534278012477","26.373801530168105","0.0928452042265306","131.35298335594584"
"112","0.002","7","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.604","0.5431428571428571","57.35020686504575","29.327177435111786","0.08850460150423345","130.31867546991523"
"113","0.002","7","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.6000000000000001","0.5591428571428572","60.55984864458329","26.23532330523235","0.09329648258784858","130.42059009030672"
"115","0.002","7","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.568","0.5471428571428572","59.78058565383389","26.27642574830877","0.09650627188359806","129.2164365067722"
"114","0.002","7","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.6199999999999999","0.5334285714285714","57.00174771239918","29.18554609254291","0.09846624428561342","129.36929529285896"
"116","0.002","7","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.6","0.5434285714285716","59.77240226119046","26.656473650160553","0.09600306125038571","129.7968378424528"
"117","0.002","7","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","51.4","0.572","0.5351428571428571","60.22289138593927","27.027764308901386","0.07106522858206575","131.56166858312088"
"118","0.002","7","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.6020000000000001","0.5528571428571429","60.983703721207114","25.916461646008305","0.08478580403426861","130.74700082407645"
"119","0.002","7","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.588","0.5471428571428572","60.36262907949027","26.482560149905073","0.0907384515591204","130.53604360770643"
"121","0.002","7","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.576","0.5571428571428569","60.54283201558624","26.43430967663472","0.08543767023559212","130.85669379766895"
"120","0.002","7","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.5879999999999999","0.5434285714285711","57.1140261898092","29.648509777861264","0.08340188273491692","130.5625656786351"
"122","0.002","7","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","58.6","0.588","0.543714285714286","64.22417276718579","24.0664093390368","0.08940478003332544","132.8223111652062"
"123","0.002","7","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.63","0.5391428571428571","58.29636660786609","28.923482249831423","0.08045898894971232","131.30313585592666"
"124","0.002","7","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.588","0.5382857142857143","60.73593293431858","25.971153216683724","0.07853572405425098","130.5662037332008"
"125","0.002","7","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.604","0.5434285714285716","60.771385087496306","25.878379539055388","0.08150356014901093","130.41955369781346"
"126","0.002","7","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","61","0.628","0.5325714285714285","65.44494718750552","23.688243442335988","0.08448151863559872","134.161328734431"
"127","0.002","7","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.616","0.5357142857142856","58.04798172320638","29.152526311058416","0.08681605450808405","131.1363568860288"
"129","0.002","7","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.634","0.5262857142857142","57.66950647979967","28.87734337476034","0.08759855562564241","130.12427612955068"
"130","0.002","7","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.626","0.5328571428571429","62.18738216325042","25.35741564115694","0.08586530617244392","131.6935785194085"
"128","0.002","7","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.592","0.5448571428571429","60.758730004820336","26.036748844523487","0.08123126956015057","130.6540639341938"
"131","0.002","7","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.6","0.543714285714286","57.485386532146855","29.868175517854368","0.09483962487937135","131.2285192682855"
"132","0.002","7","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.628","0.5417142857142858","61.83574713724939","26.045738983650427","0.09785998482856258","131.9743980415238"
"133","0.002","7","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","53.8","0.5900000000000001","0.5448571428571429","63.329985153768185","24.063761467232727","0.07434837007300814","131.75303761838094"
"135","0.002","7","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","49","0.5740000000000001","0.536","53.06160280231813","34.239269067368326","0.09009027144152953","131.27697016640744"
"134","0.002","7","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","49","0.5880000000000001","0.5474285714285712","58.97647492582807","28.12483947660702","0.07684013401685519","131.2415964664882"
"137","0.002","7","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.604","0.536","61.116719764072286","25.889477969570702","0.08014275252360506","130.98349719159177"
"136","0.002","7","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.556","0.544285714285714","56.666595433329064","30.040989795524176","0.08649234558334627","130.409728008968"
"138","0.002","7","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.588","0.5405714285714285","60.14521060487451","26.38700095902441","0.0915836861989007","130.0356853831648"
"140","0.002","7","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","41.8","0.5740000000000001","0.5431428571428571","54.468112312254874","32.50123064706847","0.09921177081984922","130.58030206376176"
"139","0.002","7","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.576","0.5488571428571425","56.8772807068434","29.380545662398227","0.08832734872511311","129.69472877946637"
"141","0.002","7","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","61","0.5799999999999998","0.5605714285714285","46.394016713319985","41.632609311917044","0.11163935606677029","131.98483156914054"
"142","0.002","7","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.614","0.5491428571428574","61.47353437194978","25.73950981693025","0.08488273442436878","131.2136073353222"
"143","0.002","7","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.5660000000000001","0.5505714285714287","56.639281683152156","29.937687876603768","0.08538464374597653","130.24336537904898"
"144","0.002","7","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","39.4","0.6039999999999999","0.5371428571428574","57.524294385285124","28.581769238010228","0.0788339654099744","129.65186136640358"
