"BehaviorSpace results (NetLogo 6.2.0)"
"TECSecurityUI-V2021-05-28.nlogo"
"info_exchange_5_7_9"
"06/06/2021 13:21:08:226 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-20","20","-20","20"
"[run number]","co2-tax-increase-rate","information-exchange-period","Insulation-Inputting","rewire-prob","no-of-neighborhoods","number-of-links","neighborhood-size","Value-Inputting","climate-change-scenario","gas-price-increase-scenario","annual-subsidy-budget","percentage-loss-per-svo","[step]","mean community-formation-time-list","mean energy-diversity","insulation-improvement","total-costs-per-household","direct-net-benefits-per-household","indirect-net-benefits-per-household","total-co2-per-household"
"105","0.002","9","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","51.4","0.576","0.5442857142857145","59.41016496358966","28.16556280205487","0.07797283371832436","131.94479985341138"
"104","0.002","9","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.632","0.5305714285714287","61.22155623468274","25.353568455316296","0.077472883517585","130.37870893679133"
"107","0.002","9","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.602","0.5394285714285711","57.52804444897247","29.25065091061047","0.08626738098677436","130.5147119834391"
"106","0.002","9","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.622","0.5357142857142856","60.78947294156014","26.069712320531153","0.09111634707485053","130.54796607437652"
"109","0.002","9","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.6020000000000001","0.5508571428571432","57.24958487800154","29.454042227356968","0.09035708434647348","130.3342328567212"
"111","0.002","9","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.61","0.539714285714286","61.19785105734464","25.883962091895576","0.0824906384314005","131.0590946916899"
"108","0.002","9","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","61","0.616","0.5302857142857142","65.64562498497064","23.10071248355812","0.07091452912553962","133.8611994373306"
"112","0.002","9","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.6279999999999999","0.5468571428571427","61.260386433602264","26.377074857931436","0.10254715643429364","131.50590460940916"
"110","0.002","9","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.594","0.5305714285714282","57.232955303537786","29.30567068186609","0.08265651302156272","130.2184685887749"
"114","0.002","9","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.634","0.532","57.98422827761749","28.90387905129154","0.08389708741484014","130.72909267630644"
"113","0.002","9","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","44.2","0.578","0.5351428571428571","55.77147248522719","31.56651780188878","0.07622759114781275","131.60370621275814"
"115","0.002","9","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.6180000000000001","0.5208571428571429","57.36428193809988","29.299238607970924","0.07734596271107536","130.5157788806988"
"116","0.002","9","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.608","0.5437142857142856","60.63657662669624","26.116555844574812","0.08529638382769066","130.49983529963646"
"117","0.002","9","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","73","0.646","0.5154285714285716","67.03024079481928","21.999590538713072","0.08923042711569168","133.92118032673372"
"119","0.002","9","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.624","0.532","57.99147654842204","28.480373942196128","0.07070418507006053","130.35646421526553"
"118","0.002","9","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","49","0.598","0.5508571428571427","64.22711902239615","24.533807940229817","0.0937789187137213","133.42706934397938"
"121","0.002","9","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","53.8","0.604","0.5425714285714287","64.12001845520152","23.403422423157934","0.08490479164754988","131.72806238133475"
"120","0.002","9","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.61","0.536","57.842788239889856","29.216676807671465","0.06833479756280099","131.30468533842637"
"122","0.002","9","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","44.2","0.62","0.5257142857142858","55.73657405156251","31.353819888240462","0.0961130776268135","130.81057297127327"
"124","0.002","9","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.618","0.5417142857142858","57.69859812645749","29.327813404119716","0.07549515130131823","131.10224497000553"
"125","0.002","9","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.6119999999999999","0.5382857142857143","60.60435302248431","26.100131660980537","0.09360321529779868","130.26447823372663"
"123","0.002","9","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.5820000000000001","0.5405714285714285","57.46973870639883","29.39024784608094","0.072354588421409","130.92443043395264"
"126","0.002","9","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.6239999999999999","0.5382857142857143","61.3832489630592","26.102345835498483","0.09252496779598972","131.47718655677872"
"128","0.002","9","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","39.4","0.594","0.5434285714285716","57.57264058288646","28.789301804303534","0.08274806996148101","129.97213221188127"
"127","0.002","9","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","58.6","0.576","0.5314285714285716","60.856690791222626","27.298785300198194","0.08433527764038473","132.68177258211279"
"129","0.002","9","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.62","0.5417142857142858","61.23001931568968","26.008002668350613","0.09350117556781186","131.07901422673874"
"131","0.002","9","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.614","0.5411428571428569","61.59865115786684","25.82973651754598","0.07740472695597306","131.69173415135677"
"132","0.002","9","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","61","0.578","0.5462857142857147","46.39819912543294","41.53792585178194","0.09100550107867776","132.250705692712"
"130","0.002","9","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.622","0.5357142857142856","60.75244947749874","26.424121457356208","0.09252443323166802","130.9962346885417"
"134","0.002","9","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.594","0.5428571428571427","57.47580679375341","29.285993800491052","0.07876289678036841","130.65383650883697"
"133","0.002","9","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","37","0.64","0.5311428571428571","58.79821926190775","28.684302266252917","0.08228949492943372","131.66470391093512"
"135","0.002","9","false","0.02","5","2","700","false","high temperature rise","0.01","4","10","239","58.6","0.5780000000000001","0.5428571428571427","64.15007632926385","24.33458848875089","0.07412937253225493","133.41567002951376"
